,편의점 명,상품 명,분류,개당 가격,행사 유형,이미지
434,CU(씨유),웅진)오곡누룽지P500ml,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/55225C467BE74C40A169B358D5E9C21D.jpg
435,CU(씨유),웅진)이온더핏500ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801382147589.jpg
436,CU(씨유),웅진)자연은감귤병180ml,음료,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801382127925.jpg
437,CU(씨유),웅진)자연은토마토병180ml,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801382127697.jpg
438,CU(씨유),웅진)초록매실병180ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/8801382126539.jpg
439,CU(씨유),유성)유동번데기130g,식품,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/1BF24B239B5F4A65987272DC041F9D11.jpg
440,CU(씨유),일동)카카오닙스차P500ml,음료,1133,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/297B572F71F04C39ABDC195218CA5A3A.jpg
441,CU(씨유),일신)리콜라글라시민트,과자류,1000,1+1,http://bgf-cu.xcache.kinxcdn.com/product/7610700008683.jpg
442,CU(씨유),일신)리콜라허브레몬,과자류,1000,1+1,http://bgf-cu.xcache.kinxcdn.com/product/7610700607046.jpg
443,CU(씨유),일화)맥콜P500ml,음료,1133,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801223100261.jpg
444,CU(씨유),일화)맥콜캔250ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B1239C06FB73464A98C50912DFBD9C89.jpg
445,CU(씨유),일화)초정탄산수P500ml,음료,933,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/84F53C29BBD24C70A4E25B168FA9EC08.jpg
446,CU(씨유),정관장)밸런스핏,식품,2250,3+1,http://bgf-cu.xcache.kinxcdn.com/product/8809535596611.jpg
447,CU(씨유),정관장)홍삼원파우치100ml,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/D25F9418D98546EB9CF2834A803F1C4F.jpg
448,CU(씨유),정식품)검은콩베지밀팩,음료,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/45C3F62F11ED46A6ABDFBC0999EF3690.jpg
449,CU(씨유),정식품)베지밀B검은콩병,음료,933,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/2919EC4F874F447A8974C04D95E9372C.jpg
450,CU(씨유),정식품)베지밀국산검은콩,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/A8628AEEA70744A7B9D16DB70C4E912F.jpg
451,CU(씨유),정식품)베지밀한끼두유병,음료,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801033805073.jpg
452,CU(씨유),정식품)아몬드호두병190ml,음료,933,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/38C8F06DCF514E2AAEDDECC58F4CE4F4.jpg
453,CU(씨유),조세호빵)고구마치즈1입,식품,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068381139.jpg
454,CU(씨유),조세호빵)닭강정1입,식품,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068380682.jpg
455,CU(씨유),조세호빵)양념갈비1입,식품,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068380699.jpg
456,CU(씨유),조세호빵)제주흑돼지1입,식품,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068381122.jpg
457,CU(씨유),좋은)순면롱라이너18입,생활용품,1950,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/56524BFC86034C649E5F0836FD5E8435.jpg
458,CU(씨유),좋은)순면울날대16입N,생활용품,4450,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166231367.jpg
459,CU(씨유),좋은)순면울날중18입N,생활용품,4450,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166234153.jpg
460,CU(씨유),좋은)오가닉수퍼롱오버8입,생활용품,3900,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166232753.jpg
461,CU(씨유),좋은)오가닉슬날대14입,생활용품,4200,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/FE4DAAD626804780BD36B47C3F22D95F.jpg
462,CU(씨유),좋은)오가닉슬날중14입,생활용품,3650,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/924124A5FB3640CE84BD317ACFE9B4E2.jpg
463,CU(씨유),좋은)울날중4입N,생활용품,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/DA22E1FD23224706BE2A6E75B0C53FAC.jpg
464,CU(씨유),커피엔)거꾸로초코블랑,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068380910.jpg
465,CU(씨유),커피엔)든든왕만쥬,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068374278.jpg
466,CU(씨유),커피엔)브라우니타르트,과자류,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068380927.jpg
467,CU(씨유),커피엔)초코블랑,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801068374261.jpg
468,CU(씨유),켈로그)크런치넛에너지바,과자류,600,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8852756055610.jpg
469,CU(씨유),코카)갈배사이다P500ml,음료,1000,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801105915679.jpg
470,CU(씨유),코카)목편각배도라지차,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801105915877.jpg
471,CU(씨유),코카)미닛플라워벚꽃사과,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094692308.jpg
472,CU(씨유),코카)스프라이트캔355ml,음료,750,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094203207.jpg
473,CU(씨유),코카)아데스아몬드P210ml,음료,900,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094711405.jpg
474,CU(씨유),코카)아데스아몬드초코P,음료,900,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094711504.jpg
475,CU(씨유),코카)조지아라떼캔270ml,음료,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/357E6B0E9BE9437B9C4F685CDA77AC54.jpg
476,CU(씨유),코카)조지아블랙캔270ml,음료,1467,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/7741106523B54FF1BED5EB37C974423C.jpg
477,CU(씨유),코카)커피코카콜라캔250ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094263089.jpg
478,CU(씨유),코카)콜드브루아메리카265,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/438C111A69A646F8B9C67F0A6CF8D22D.jpg
479,CU(씨유),코카)콜드브루카페라떼265,음료,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/BA025EE56003498D818C8269563C84F7.jpg
480,CU(씨유),코카)크래프트라떼P470ml,음료,1667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094512668.jpg
481,CU(씨유),코카)크래프트블랙P470ml,음료,1667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094502669.jpg
482,CU(씨유),코카)태양의마테차P500ml,음료,933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801094342609.jpg
483,CU(씨유),코카)토레타캔240ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/929BA135305C4306AF48F95E843B7A8C.jpg
484,CU(씨유),코카)환타오렌지캔250ml,음료,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/29DD299BF04747DABE68FB5D3AA42938.jpg
485,CU(씨유),크라운)국희땅콩샌드,과자류,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111614344.jpg
486,CU(씨유),크라운)마이쮸딸기,과자류,533,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111187879.jpg
487,CU(씨유),크라운)마이쮸복숭아,과자류,533,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/2C644342724B4DA0880FA2C75982F98E.jpg
488,CU(씨유),크라운)마이쮸사과,과자류,533,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111187916.jpg
489,CU(씨유),크라운)마이쮸포도,과자류,533,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/6F8A3BDCA45844DA968141BFB7824E7C.jpg
490,CU(씨유),크라운)못말리는신짱,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111185066.jpg
491,CU(씨유),크라운)새콤달콤레몬볼,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111937269.jpg
492,CU(씨유),크라운)죠리퐁,과자류,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/C42164EE5C3F4ECFB8D958643ED45DAF.jpg
493,CU(씨유),크라운)참크래커,과자류,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111186582.jpg
494,CU(씨유),크라운)츄러스84g,과자류,750,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/FDEE4127FC214065B612178F4694798F.jpg
495,CU(씨유),크라운)카라멜콘땅콩56g,과자류,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111180986.jpg
496,CU(씨유),크라운)카라멜콘메이플74g,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801111904292.jpg
497,CU(씨유),크라운)콘초,과자류,800,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/AD8441712652413E8E24FB52E017D74F.jpg
498,CU(씨유),크라운)키커바,과자류,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F739D4DAA0124CD3ABD6D6710B6248B7.jpg
499,CU(씨유),크라운)키커바녹차맛,과자류,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/2A5DBBB87C48413F8C6ADDFCFAA5044A.jpg
500,CU(씨유),크리넥)황사블랙마스크3P,생활용품,3667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166139731.jpg
501,CU(씨유),크리넥스)뉴황사마스크대,생활용품,1467,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166130578.jpg
502,CU(씨유),크리넥스)블랙마스크3P,생활용품,2333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166130493.jpg
503,CU(씨유),크리오)뉴미세모칫솔,생활용품,1000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/31538D05C4064782945760D03FE0125B.jpg
504,CU(씨유),크리오)뉴일반모칫솔,생활용품,800,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/3D4DFC632D7C4B03BA9A3383D767EF9B.jpg
505,CU(씨유),터치3)일회용면도기,생활용품,375,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/8E4AEBE9F5F94427969B0AAC44047CE1.jpg
506,CU(씨유),파마)밸브황사마스크블랙,생활용품,1933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809545400878.jpg
507,CU(씨유),파마)밸브황사마스크흰색,생활용품,1933,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809545400861.jpg
508,CU(씨유),파이)그린티초코바,아이스크림,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/5A735D28A41A4ADEAF23D3E159A26F55.jpg
509,CU(씨유),파이)민트초코바,아이스크림,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/E8FD4AD9B9C34A8F8291BCB8BA9C3BE7.jpg
510,CU(씨유),파이)베리초코바,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809592640012.jpg
511,CU(씨유),페리오)이지클리닉칫솔,생활용품,950,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801051010367.jpg
512,CU(씨유),페리오)토탈7치약,생활용품,1750,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801051064223.jpg
513,CU(씨유),페브리즈)포맨370ML,생활용품,4450,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B97CA660E42E431884D8E5429147D2F4.jpg
514,CU(씨유),페이스)4중날면도기3입,생활용품,2150,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/7E2EF2F0EFCB468B80948C849AD46FDB.jpg
515,CU(씨유),푸르밀)딸기크림치즈라떼,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371306046.jpg
516,CU(씨유),푸르밀)메이플라떼250,음료,1267,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308651.jpg
517,CU(씨유),푸르밀)바나나킥우유300ml,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/A5B2443207E6443BA67A6559702D9219.jpg
518,CU(씨유),푸르밀)생초콜릿라떼250,음료,1267,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308644.jpg
519,CU(씨유),푸르밀)아이리시커피240ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308101.jpg
520,CU(씨유),푸르밀)오곡라떼,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371303786.jpg
521,CU(씨유),푸르밀)인디언밥우유,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308422.jpg
522,CU(씨유),푸르밀)초코바나나킥우유300ml,음료,1000,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/8C11B34EF9054CECB57ACB1AD3D217CB.jpg
523,CU(씨유),푸르밀)흑당밀크티250ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308521.jpg
524,CU(씨유),푸르밀)흑당카페라떼250ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806371308682.jpg
525,CU(씨유),프루트)청포도한송이130ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809572420535.jpg
526,CU(씨유),프링글스)마늘감자맛110g,과자류,2333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8886467113840.jpg
527,CU(씨유),프링글스)양파110g,과자류,2333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8886467100024.jpg
528,CU(씨유),프링글스)오리지널110g,과자류,2333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8886467100017.jpg
529,CU(씨유),프링글스)쿨링타올기획팩,과자류,3300,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8809291670778.jpg
530,CU(씨유),프링글스)할라피뇨110g,과자류,2333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/B2EF146DCBD2424BA200DAF192078F5B.jpg
531,CU(씨유),프링글스)핫스파이시110g,과자류,2333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/67B4802E522E4D5691E4DAFD2615515B.jpg
532,CU(씨유),하겐)그린티미니컵,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415584126294.jpg
533,CU(씨유),하겐)그린티아몬드콘,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415580703291.jpg
534,CU(씨유),하겐)딸기미니컵,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415581312294.jpg
535,CU(씨유),하겐)바닐라미니컵,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415581311297.jpg
536,CU(씨유),하겐)바닐라카라멜콘,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415580701297.jpg
537,CU(씨유),하겐)초코미니컵,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415581533293.jpg
538,CU(씨유),하겐)초코아몬드콘,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415580702294.jpg
539,CU(씨유),하겐)크림브륄레미니컵,아이스크림,2800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/3415587354298.jpg
540,CU(씨유),하이트)블랙보리라이트,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801001238179.jpg
541,CU(씨유),하이트)진로토닉워터300ml,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801001236076.jpg
542,CU(씨유),하이트)토닉워터깔라만시P,음료,800,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801001236342.jpg
543,CU(씨유),한국프루트)사과한개130ml,음료,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809572420269.jpg
544,CU(씨유),한국프루트)자몽한개130ml,음료,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809572420283.jpg
545,CU(씨유),한독)레디큐캔120ml,음료,3333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8806107612052.jpg
546,CU(씨유),한성)크래미맛살소90g,식품,1467,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801074255851.jpg
547,CU(씨유),해태)갈아만든배캔340ml,음료,733,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/165B5E7BAD934E988A3627A846185B73.jpg
548,CU(씨유),해태)구운감자,과자류,2400,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/04807F17D5EF4990B408A0198276F529.jpg
549,CU(씨유),해태)맛동산90g,과자류,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019608766.jpg
550,CU(씨유),해태)바밤바골드,아이스크림,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/DA97EE3CA0254D5EAB1A1285B41383C9.jpg
551,CU(씨유),해태)부라보바닐라콘,아이스크림,1200,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F8E4CE58B49F40788CF90351B7A47FD9.jpg
552,CU(씨유),해태)부라보콘수박,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019514807.jpg
553,CU(씨유),해태)빠새킹,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019609411.jpg
554,CU(씨유),해태)쌍쌍바,아이스크림,667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/AF60DE4B22ED4FC69217ACF4AEE65E1D.jpg
555,CU(씨유),해태)썬키스트모과병280ml,음료,1067,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801105913231.jpg
556,CU(씨유),해태)아카시아껌1000,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019413865.jpg
557,CU(씨유),해태)애플시나몬시모나,아이스크림,1200,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019515057.jpg
558,CU(씨유),해태)연양갱,과자류,600,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/D78873E55CAC4A74A913A8D9945C7E30.jpg
559,CU(씨유),해태)연양갱바밤바맛,과자류,600,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019008870.jpg
560,CU(씨유),해태)오예스미니12입,과자류,2400,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019313929.jpg
561,CU(씨유),해태)은단껌1000,과자류,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019413841.jpg
562,CU(씨유),해태)초코홈런볼46g,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019306495.jpg
563,CU(씨유),해태)티라미수홈런볼46g,과자류,1000,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019313660.jpg
564,CU(씨유),해태)후렌치파이딸기,과자류,2533,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019307133.jpg
565,CU(씨유),해태)후렌치파이초코,과자류,2533,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019314391.jpg
566,CU(씨유),해태)흑당맛동산90g,과자류,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019609633.jpg
567,CU(씨유),해태)흑당버블티바,아이스크림,667,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801019514975.jpg
568,CU(씨유),해피바스)비누,생활용품,1000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/039BE0B2C7DE4B69AC10561E03CA761B.jpg
569,CU(씨유),행복)메추리알쏙쏙5입,식품,750,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801898162847.jpg
570,CU(씨유),행복)불닭맛메추리알,식품,750,1+1,http://bgf-cu.xcache.kinxcdn.com/product/8801898162939.jpg
571,CU(씨유),허쉬)녹차초코바,아이스크림,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809490180146.jpg
572,CU(씨유),허쉬)딸기초코바,아이스크림,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809490180184.jpg
573,CU(씨유),허쉬)초코민트바,아이스크림,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809490180153.jpg
574,CU(씨유),허쉬)초코아이스바,아이스크림,1333,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8809490180108.jpg
575,CU(씨유),허쉬)초코앤쿠키콘,아이스크림,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/F4B003429E8F4D9C9BBEAEEF45B868DB.jpg
576,CU(씨유),허쉬)쿠키앤크림아이스바,아이스크림,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/3878109AC17148AE9D68E1DE0185AECD.jpg
577,CU(씨유),허쉬)쿠키앤크림콘,아이스크림,1667,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/A03F4D96A4834F01950B8F0DDE689BEF.jpg
578,CU(씨유),허쉬)토피넛초코아이스바,아이스크림,1333,2+1,http://cdn2.bgfretail.com/bgfbrand/files/product/0A7B344EDB1F489D82E8F70B7157B662.jpg
579,CU(씨유),화이트)시크릿홀울날중4입,생활용품,1067,2+1,http://bgf-cu.xcache.kinxcdn.com/product/8801166212885.jpg
580,CU(씨유),화이트)입는오버나이트2입,생활용품,2000,1+1,http://cdn2.bgfretail.com/bgfbrand/files/product/EA259EB1F5074E6FA780C0357A7EEE38.jpg
